weather_date,date,month_day,weekday,weather,highest_temp,lowest_temp,temp_difference,wind_direction,power,direction,air_quality,air_measure,air_degree
2018-11-04 周日,2018-11-04,11-04,周日,多云,24,17,7,北风1-2级,北风,1-2级,56 良,56,良
2018-11-05 周一,2018-11-05,11-05,周一,多云,24,16,8,东北风1-2级,东北风,1-2级,56 良,56,良
2018-11-06 周二,2018-11-06,11-06,周二,小雨,21,13,8,北风3-4级,北风,3-4级,51 良,51,良
2018-11-07 周三,2018-11-07,11-07,周三,中雨~小雨,15,11,4,北风1-2级,北风,1-2级,15 优,15,优
2018-11-08 周四,2018-11-08,11-08,周四,小雨~多云,16,8,8,南风1-2级,南风,1-2级,19 优,19,优
2018-11-09 周五,2018-11-09,11-09,周五,多云,18,11,7,东北风1-2级,东北风,1-2级,42 优,42,优
2018-11-10 周六,2018-11-10,11-10,周六,小雨,18,14,4,东北风1-2级,东北风,1-2级,47 优,47,优
2018-11-11 周日,2018-11-11,11-11,周日,小雨,17,14,3,北风1-2级,北风,1-2级,29 优,29,优
2018-11-12 周一,2018-11-12,11-12,周一,阴~多云,16,11,5,北风1-2级,北风,1-2级,47 优,47,优
2018-11-13 周二,2018-11-13,11-13,周二,阴~小雨,16,13,3,东北风1-2级,东北风,1-2级,42 优,42,优
2018-11-14 周三,2018-11-14,11-14,周三,中雨~小雨,16,14,2,东北风1-2级,东北风,1-2级,32 优,32,优
2018-11-15 周四,2018-11-15,11-15,周四,小雨,16,14,2,北风1-2级,北风,1-2级,47 优,47,优
2018-11-16 周五,2018-11-16,11-16,周五,小雨,15,12,3,北风3-4级,北风,3-4级,42 优,42,优
2018-11-17 周六,2018-11-17,11-17,周六,小雨,14,11,3,东北风1-2级,东北风,1-2级,37 优,37,优
2018-11-18 周日,2018-11-18,11-18,周日,小雨~多云,13,10,3,北风3-4级,北风,3-4级,18 优,18,优
2018-11-19 周一,2018-11-19,11-19,周一,多云~小雨,15,11,4,东北风1-2级,东北风,1-2级,29 优,29,优
2018-11-20 周二,2018-11-20,11-20,周二,小雨,15,11,4,东风1-2级,东风,1-2级,37 优,37,优
2018-11-21 周三,2018-11-21,11-21,周三,小雨~多云,15,9,6,西北风2级,西北风,2级,37 优,37,优
2018-11-22 周四,2018-11-22,11-22,周四,晴,16,7,9,东北风3级,东北风,3级,93 良,93,良
2018-11-23 周五,2018-11-23,11-23,周五,晴,17,8,9,西南风1级,西南风,1级,91 良,91,良
2018-11-24 周六,2018-11-24,11-24,周六,晴,20,10,10,东北风1级,东北风,1级,90 良,90,良
2018-11-25 周日,2018-11-25,11-25,周日,多云~晴,19,10,9,东北风1级,东北风,1级,75 良,75,良
2018-11-26 周一,2018-11-26,11-26,周一,晴,20,10,10,东北风2级,东北风,2级,84 良,84,良
2018-11-27 周二,2018-11-27,11-27,周二,晴,21,10,11,东北风2级,东北风,2级,85 良,85,良
2018-11-28 周三,2018-11-28,11-28,周三,晴,20,10,10,东北风1级,东北风,1级,81 良,81,良
2018-11-29 周四,2018-11-29,11-29,周四,晴,20,10,10,东北风1级,东北风,1级,97 良,97,良
2018-11-30 周五,2018-11-30,11-30,周五,晴~多云,22,11,11,东北风1级,东北风,1级,83 良,83,良
2018-12-01 周六,2018-12-01,12-01,周六,多云~中雨,22,15,7,东北风2级,东北风,2级,132 轻度,132,轻度
2018-12-02 周日,2018-12-02,12-02,周日,中雨,18,15,3,东北风1级,东北风,1级,117 轻度,117,轻度
2018-12-03 周一,2018-12-03,12-03,周一,小雨~中雨,20,13,7,东北风2级,东北风,2级,45 优,45,优
2018-12-04 周二,2018-12-04,12-04,周二,小雨~阴,13,10,3,东北风4级,东北风,4级,27 优,27,优
2018-12-05 周三,2018-12-05,12-05,周三,小雨,13,10,3,东北风3级,东北风,3级,39 优,39,优
2018-12-06 周四,2018-12-06,12-06,周四,小雨,10,6,4,东北风4级,东北风,4级,15 优,15,优
2018-12-07 周五,2018-12-07,12-07,周五,小雨,5,3,2,东北风4级,东北风,4级,20 优,20,优
2018-12-08 周六,2018-12-08,12-08,周六,小雨,3,1,2,东北风4级,东北风,4级,31 优,31,优
2018-12-09 周日,2018-12-09,12-09,周日,小雨,3,1,2,东北风3级,东北风,3级,45 优,45,优
2018-12-10 周一,2018-12-10,12-10,周一,小雨,5,2,3,北风3级,北风,3级,39 优,39,优
2018-12-11 周二,2018-12-11,12-11,周二,阴~多云,6,2,4,西北风3级,西北风,3级,33 优,33,优
2018-12-12 周三,2018-12-12,12-12,周三,多云~阴,7,3,4,东北风3级,东北风,3级,94 良,94,良
2018-12-13 周四,2018-12-13,12-13,周四,小雨~多云,7,3,4,东北风2级,东北风,2级,122 轻度,122,轻度
2018-12-14 周五,2018-12-14,12-14,周五,多云~阴,10,5,5,东北风3级,东北风,3级,105 轻度,105,轻度
2018-12-15 周六,2018-12-15,12-15,周六,小雨,7,4,3,北风2级,北风,2级,88 良,88,良
2018-12-16 周日,2018-12-16,12-16,周日,多云~晴,12,3,9,西南风1级,西南风,1级,56 良,56,良
2018-12-17 周一,2018-12-17,12-17,周一,晴,14,3,11,西南风1级,西南风,1级,91 良,91,良
2018-12-18 周二,2018-12-18,12-18,周二,晴~多云,16,4,12,东南风1级,东南风,1级,122 轻度,122,轻度
2018-12-19 周三,2018-12-19,12-19,周三,阴~小雨,15,9,6,东北风2级,东北风,2级,117 轻度,117,轻度
2018-12-20 周四,2018-12-20,12-20,周四,小雨,12,9,3,东北风2级,东北风,2级,55 良,55,良
2018-12-21 周五,2018-12-21,12-21,周五,小雨,14,11,3,东北风2级,东北风,2级,56 良,56,良
2018-12-22 周六,2018-12-22,12-22,周六,小雨,14,10,4,东北风2级,东北风,2级,48 优,48,优
2018-12-23 周日,2018-12-23,12-23,周日,多云,13,6,7,东北风4级,东北风,4级,48 优,48,优
2018-12-24 周一,2018-12-24,12-24,周一,多云,13,7,6,东北风3级,东北风,3级,48 优,48,优
2018-12-25 周二,2018-12-25,12-25,周二,阴~小雨,12,8,4,东北风2级,东北风,2级,53 良,53,良
2018-12-26 周三,2018-12-26,12-26,周三,小雨,11,7,4,东北风3级,东北风,3级,40 优,40,优
2018-12-27 周四,2018-12-27,12-27,周四,小雨,7,4,3,东北风4级,东北风,4级,22 优,22,优
2018-12-28 周五,2018-12-28,12-28,周五,小雨~多云,4,-1,5,东北风4级,东北风,4级,56 良,56,良
2018-12-29 周六,2018-12-29,12-29,周六,阴~雨夹雪,3,-1,4,东北风4级,东北风,4级,58 良,58,良
2018-12-30 周日,2018-12-30,12-30,周日,大雪~小雪,1,-1,2,东北风3级,东北风,3级,56 良,56,良
2018-12-31 周一,2018-12-31,12-31,周一,阴,2,-1,3,东北风3级,东北风,3级,53 良,53,良
2019-01-01 周二,2019-01-01,01-01,周二,小雨,3,0,3,东北风3级,东北风,3级,59 良,59,良
2019-01-02 周三,2019-01-02,01-02,周三,小雨~多云,3,-1,4,东北风3级,东北风,3级,57 良,57,良
2019-01-03 周四,2019-01-03,01-03,周四,多云~小雨,7,2,5,东北风2级,东北风,2级,75 良,75,良
2019-01-04 周五,2019-01-04,01-04,周五,中雨,7,5,2,西北风2级,西北风,2级,26 优,26,优
2019-01-05 周六,2019-01-05,01-05,周六,小雨~阴,7,3,4,西北风2级,西北风,2级,63 良,63,良
2019-01-06 周日,2019-01-06,01-06,周日,多云~小雨,10,5,5,东北风2级,东北风,2级,94 良,94,良
2019-01-07 周一,2019-01-07,01-07,周一,小雨~多云,8,4,4,东北风2级,东北风,2级,66 良,66,良
2019-01-08 周二,2019-01-08,01-08,周二,小雨,8,4,4,东北风3级,东北风,3级,103 轻度,103,轻度
2019-01-09 周三,2019-01-09,01-09,周三,小雨~中雨,6,4,2,东北风3级,东北风,3级,28 优,28,优
2019-01-10 周四,2019-01-10,01-10,周四,小雨~中雨,6,4,2,东北风2级,东北风,2级,21 优,21,优
2019-01-11 周五,2019-01-11,01-11,周五,小雨,8,3,5,东北风2级,东北风,2级,29 优,29,优
2019-01-12 周六,2019-01-12,01-12,周六,多云~阴,9,5,4,东北风2级,东北风,2级,44 优,44,优
2019-01-13 周日,2019-01-13,01-13,周日,多云~小雨,10,6,4,东北风2级,东北风,2级,65 良,65,良
2019-01-14 周一,2019-01-14,01-14,周一,小雨,9,5,4,东北风2级,东北风,2级,102 轻度,102,轻度
2019-01-15 周二,2019-01-15,01-15,周二,小雨,8,2,6,东北风3级,东北风,3级,92 良,92,良
2019-01-16 周三,2019-01-16,01-16,周三,小雨~多云,6,1,5,东北风3级,东北风,3级,123 轻度,123,轻度
2019-01-17 周四,2019-01-17,01-17,周四,晴,11,0,11,东北风1级,东北风,1级,104 轻度,104,轻度
2019-01-18 周五,2019-01-18,01-18,周五,多云~小雨,12,7,5,西南风1级,西南风,1级,81 良,81,良
2019-01-19 周六,2019-01-19,01-19,周六,小雨,10,5,5,东北风2级,东北风,2级,78 良,78,良
2019-01-20 周日,2019-01-20,01-20,周日,阴,9,4,5,东北风3级,东北风,3级,116 轻度,116,轻度
2019-01-21 周一,2019-01-21,01-21,周一,多云~晴,10,1,9,东北风2级,东北风,2级,154 中度,154,中度
2019-01-22 周二,2019-01-22,01-22,周二,晴,13,1,12,西南风1级,西南风,1级,121 轻度,121,轻度
2019-01-23 周三,2019-01-23,01-23,周三,晴,13,2,11,东南风1级,东南风,1级,106 轻度,106,轻度
2019-01-24 周四,2019-01-24,01-24,周四,晴~多云,15,6,9,东北风1级,东北风,1级,95 良,95,良
2019-01-25 周五,2019-01-25,01-25,周五,多云~晴,13,4,9,东北风2级,东北风,2级,108 轻度,108,轻度
2019-01-26 周六,2019-01-26,01-26,周六,晴,10,2,8,东北风3级,东北风,3级,97 良,97,良
2019-01-27 周日,2019-01-27,01-27,周日,多云~阴,12,5,7,东北风2级,东北风,2级,64 良,64,良
2019-01-28 周一,2019-01-28,01-28,周一,多云,13,6,7,东北风2级,东北风,2级,90 良,90,良
2019-01-29 周二,2019-01-29,01-29,周二,多云,16,7,9,东北风2级,东北风,2级,96 良,96,良
2019-01-30 周三,2019-01-30,01-30,周三,多云~小雨,16,7,9,东北风2级,东北风,2级,111 轻度,111,轻度
2019-01-31 周四,2019-01-31,01-31,周四,阴~多云,10,2,8,东北风3级,东北风,3级,60 良,60,良
2019-02-01 周五,2019-02-01,02-01,周五,多云~晴,10,3,7,东北风2级,东北风,2级,62 良,62,良
2019-02-02 周六,2019-02-02,02-02,周六,多云~小雨,18,7,11,西南风2级,西南风,2级,51 良,51,良
2019-02-03 周日,2019-02-03,02-03,周日,小雨~多云,14,7,7,东北风3级,东北风,3级,65 良,65,良
2019-02-04 周一,2019-02-04,02-04,周一,小雨,12,6,6,东北风3级,东北风,3级,99 良,99,良
2019-02-05 周二,2019-02-05,02-05,周二,小雨~多云,10,6,4,西南风1级,西南风,1级,57 良,57,良
2019-02-06 周三,2019-02-06,02-06,周三,多云~小雨,18,8,10,东北风1级,东北风,1级,74 良,74,良
2019-02-07 周四,2019-02-07,02-07,周四,小雨,13,4,9,东北风4级,东北风,4级,44 优,44,优
2019-02-08 周五,2019-02-08,02-08,周五,小雨,7,3,4,东北风4级,东北风,4级,22 优,22,优
2019-02-09 周六,2019-02-09,02-09,周六,小雨,5,3,2,东北风3级,东北风,3级,20 优,20,优
2019-02-10 周日,2019-02-10,02-10,周日,小雨,4,2,2,东北风3级,东北风,3级,28 优,28,优
2019-02-11 周一,2019-02-11,02-11,周一,小雨,6,2,4,东北风2级,东北风,2级,39 优,39,优
2019-02-12 周二,2019-02-12,02-12,周二,小雨,7,3,4,东北风2级,东北风,2级,37 优,37,优
2019-02-13 周三,2019-02-13,02-13,周三,小雨,6,5,1,东北风2级,东北风,2级,22 优,22,优
2019-02-14 周四,2019-02-14,02-14,周四,小雨,8,6,2,东北风2级,东北风,2级,22 优,22,优
2019-02-15 周五,2019-02-15,02-15,周五,小雨,7,5,2,东北风3级,东北风,3级,15 优,15,优
2019-02-16 周六,2019-02-16,02-16,周六,小雨,6,2,4,东北风3级,东北风,3级,25 优,25,优
2019-02-17 周日,2019-02-17,02-17,周日,小雨,4,2,2,东北风3级,东北风,3级,72 良,72,良
2019-02-18 周一,2019-02-18,02-18,周一,中雨~小雨,6,4,2,东北风2级,东北风,2级,28 优,28,优
2019-02-19 周二,2019-02-19,02-19,周二,小雨~中雨,9,5,4,东北风2级,东北风,2级,23 优,23,优
2019-02-20 周三,2019-02-20,02-20,周三,小雨,8,6,2,东北风3级,东北风,3级,39 优,39,优
2019-02-21 周四,2019-02-21,02-21,周四,小雨,6,4,2,西北风3级,西北风,3级,30 优,30,优
2019-02-22 周五,2019-02-22,02-22,周五,阴,8,4,4,东北风2级,东北风,2级,32 优,32,优
2019-02-23 周六,2019-02-23,02-23,周六,小雨,6,4,2,东北风3级,东北风,3级,38 优,38,优
2019-02-24 周日,2019-02-24,02-24,周日,小雨~阴,8,4,4,东北风2级,东北风,2级,79 良,79,良
2019-02-25 周一,2019-02-25,02-25,周一,阴~多云,10,5,5,西北风1级,西北风,1级,90 良,90,良
2019-02-26 周二,2019-02-26,02-26,周二,小到中雨~中雨,13,8,5,东北风1级,东北风,1级,131 轻度,131,轻度
2019-02-27 周三,2019-02-27,02-27,周三,小雨,9,6,3,东北风2级,东北风,2级,59 良,59,良
2019-02-28 周四,2019-02-28,02-28,周四,多云~小雨,10,7,3,东北风2级,东北风,2级,46 优,46,优
2019-03-01 周五,2019-03-01,03-01,周五,小雨~中雨,10,8,2,东北风2级,东北风,2级,40 优,40,优
2019-03-02 周六,2019-03-02,03-02,周六,中到大雨~小雨,10,7,3,东北风2级,东北风,2级,22 优,22,优
2019-03-03 周日,2019-03-03,03-03,周日,多云,13,6,7,东北风2级,东北风,2级,41 优,41,优
2019-03-04 周一,2019-03-04,03-04,周一,阴~大雨,13,3,10,东北风2级,东北风,2级,53 良,53,良
2019-03-05 周二,2019-03-05,03-05,周二,小雨~多云,12,9,3,东北风2级,东北风,2级,39 优,39,优
2019-03-06 周三,2019-03-06,03-06,周三,阴,13,7,6,东北风3级,东北风,3级,41 优,41,优
2019-03-07 周四,2019-03-07,03-07,周四,阴~小雨,13,7,6,东北风3级,东北风,3级,85 良,85,良
2019-03-08 周五,2019-03-08,03-08,周五,小雨,10,7,3,东北风2级,东北风,2级,76 良,76,良
2019-03-09 周六,2019-03-09,03-09,周六,小雨~阴,12,7,5,东北风1级,东北风,1级,84 良,84,良
2019-03-10 周日,2019-03-10,03-10,周日,多云,18,5,13,西北风2级,西北风,2级,72 良,72,良
2019-03-11 周一,2019-03-11,03-11,周一,多云,20,8,12,西北风2级,西北风,2级,94 良,94,良
2019-03-12 周二,2019-03-12,03-12,周二,晴~多云,22,11,11,东北风1级,东北风,1级,93 良,93,良
2019-03-13 周三,2019-03-13,03-13,周三,小雨,18,11,7,东北风2级,东北风,2级,80 良,80,良
2019-03-14 周四,2019-03-14,03-14,周四,多云,18,10,8,东北风3级,东北风,3级,46 优,46,优
2019-03-15 周五,2019-03-15,03-15,周五,多云,21,11,10,东北风2级,东北风,2级,67 良,67,良
2019-03-16 周六,2019-03-16,03-16,周六,阴~多云,18,11,7,东北风2级,东北风,2级,80 良,80,良
2019-03-17 周日,2019-03-17,03-17,周日,小雨,17,13,4,西南风1级,西南风,1级,76 良,76,良
2019-03-18 周一,2019-03-18,03-18,周一,多云~晴,20,12,8,西南风2级,西南风,2级,61 良,61,良
2019-03-19 周二,2019-03-19,03-19,周二,多云,25,12,13,东南风2级,东南风,2级,62 良,62,良
2019-03-20 周三,2019-03-20,03-20,周三,小雨~中雨,28,18,10,西南风3级,西南风,3级,69 良,69,良
2019-03-21 周四,2019-03-21,03-21,周四,中雨~小雨,20,10,10,东北风3级,东北风,3级,48 优,48,优
2019-03-22 周五,2019-03-22,03-22,周五,小雨~多云,14,9,5,东北风4级,东北风,4级,53 良,53,良
2019-03-23 周六,2019-03-23,03-23,周六,多云,16,9,7,东北风3级,东北风,3级,37 优,37,优
2019-03-24 周日,2019-03-24,03-24,周日,小雨,12,10,2,东北风1级,东北风,1级,53 良,53,良
2019-03-25 周一,2019-03-25,03-25,周一,多云~晴,18,9,9,西南风2级,西南风,2级,44 优,44,优
2019-03-26 周二,2019-03-26,03-26,周二,小雨,19,10,9,东南风1级,东南风,1级,61 良,61,良
2019-03-27 周三,2019-03-27,03-27,周三,中雨,22,17,5,西南风2级,西南风,2级,56 良,56,良
2019-03-28 周四,2019-03-28,03-28,周四,中雨~阴,19,13,6,东北风2级,东北风,2级,40 优,40,优
2019-03-29 周五,2019-03-29,03-29,周五,阴~晴,21,13,8,东北风1级,东北风,1级,53 良,53,良
2019-03-30 周六,2019-03-30,03-30,周六,多云~小雨,23,10,13,东北风3级,东北风,3级,73 良,73,良
2019-03-31 周日,2019-03-31,03-31,周日,小雨~多云,15,9,6,东北风3级,东北风,3级,50 优,50,优
2019-04-01 周一,2019-04-01,04-01,周一,多云~小雨,19,12,7,东北风2级,东北风,2级,44 优,44,优
2019-04-02 周二,2019-04-02,04-02,周二,中雨,17,12,5,东北风3级,东北风,3级,55 良,55,良
2019-04-03 周三,2019-04-03,04-03,周三,小雨~阴,16,12,4,东北风3级,东北风,3级,29 优,29,优
2019-04-04 周四,2019-04-04,04-04,周四,小雨~多云,18,12,6,东北风1级,东北风,1级,33 优,33,优
2019-04-05 周五,2019-04-05,04-05,周五,多云,23,11,12,西南风2级,西南风,2级,46 优,46,优
2019-04-06 周六,2019-04-06,04-06,周六,多云,26,15,11,西南风2级,西南风,2级,56 良,56,良
2019-04-07 周日,2019-04-07,04-07,周日,晴,30,17,13,西南风2级,西南风,2级,81 良,81,良
2019-04-08 周一,2019-04-08,04-08,周一,多云,31,21,10,东南风3级,东南风,3级,72 良,72,良
2019-04-09 周二,2019-04-09,04-09,周二,小雨,30,12,18,西南风4级,西南风,4级,56 良,56,良
2019-04-10 周三,2019-04-10,04-10,周三,小雨~中雨,17,11,6,东北风3级,东北风,3级,29 优,29,优
2019-04-11 周四,2019-04-11,04-11,周四,小雨~多云,17,11,6,东北风2级,东北风,2级,39 优,39,优
2019-04-12 周五,2019-04-12,04-12,周五,多云~小雨,22,16,6,东北风2级,东北风,2级,41 优,41,优
2019-04-13 周六,2019-04-13,04-13,周六,小雨,20,16,4,西南风1级,西南风,1级,58 良,58,良
2019-04-14 周日,2019-04-14,04-14,周日,小雨~多云,21,14,7,东北风2级,东北风,2级,54 良,54,良
2019-04-15 周一,2019-04-15,04-15,周一,小雨,22,14,8,东北风2级,东北风,2级,66 良,66,良
2019-04-16 周二,2019-04-16,04-16,周二,阴~多云,24,16,8,西南风2级,西南风,2级,54 良,54,良
2019-04-17 周三,2019-04-17,04-17,周三,晴~多云,28,16,12,西南风2级,西南风,2级,66 良,66,良
2019-04-18 周四,2019-04-18,04-18,周四,多云~中雨,29,20,9,西南风2级,西南风,2级,71 良,71,良
2019-04-19 周五,2019-04-19,04-19,周五,小雨,23,19,4,东北风2级,东北风,2级,36 优,36,优
2019-04-20 周六,2019-04-20,04-20,周六,阴~小雨,28,22,6,东北风2级,东北风,2级,60 良,60,良
2019-04-21 周日,2019-04-21,04-21,周日,雷阵雨~小雨,27,21,6,东北风2级,东北风,2级,78 良,78,良
2019-04-22 周一,2019-04-22,04-22,周一,阵雨~小雨,27,21,6,东北风2级,东北风,2级,40 优,40,优
2019-04-23 周二,2019-04-23,04-23,周二,小雨,27,21,6,西南风1级,西南风,1级,51 良,51,良
2019-04-24 周三,2019-04-24,04-24,周三,小雨~中雨,25,22,3,东北风1级,东北风,1级,46 优,46,优
2019-04-25 周四,2019-04-25,04-25,周四,多云,29,21,8,东北风2级,东北风,2级,40 优,40,优
2019-04-26 周五,2019-04-26,04-26,周五,多云,28,18,10,东北风3级,东北风,3级,61 良,61,良
2019-04-27 周六,2019-04-27,04-27,周六,小雨~中到大雨,22,17,5,东北风2级,东北风,2级,53 良,53,良
2019-04-28 周日,2019-04-28,04-28,周日,阴~小雨,24,20,4,东北风2级,东北风,2级,51 良,51,良
2019-04-29 周一,2019-04-29,04-29,周一,小雨~中雨,19,17,2,东北风2级,东北风,2级,39 优,39,优
2019-04-30 周二,2019-04-30,04-30,周二,小雨~阴,20,15,5,东北风2级,东北风,2级,29 优,29,优
2019-05-01 周三,2019-05-01,05-01,周三,晴~多云,24,16,8,东北风3级,东北风,3级,58 良,58,良
2019-05-02 周四,2019-05-02,05-02,周四,多云~晴,24,15,9,东北风3级,东北风,3级,72 良,72,良
2019-05-03 周五,2019-05-03,05-03,周五,晴~多云,27,18,9,东北风2级,东北风,2级,85 良,85,良
2019-05-04 周六,2019-05-04,05-04,周六,多云,26,18,8,东南风2级,东南风,2级,78 良,78,良
2019-05-05 周日,2019-05-05,05-05,周日,阴,25,19,6,东南风2级,东南风,2级,70 良,70,良
2019-05-06 周一,2019-05-06,05-06,周一,阴,22,16,6,东北风3级,东北风,3级,54 良,54,良
2019-05-07 周二,2019-05-07,05-07,周二,小雨,20,15,5,东北风3级,东北风,3级,55 良,55,良
2019-05-08 周三,2019-05-08,05-08,周三,小雨~阴,20,16,4,东北风2级,东北风,2级,62 良,62,良
2019-05-09 周四,2019-05-09,05-09,周四,多云,25,18,7,东北风2级,东北风,2级,80 良,80,良
2019-05-10 周五,2019-05-10,05-10,周五,多云,28,19,9,东北风2级,东北风,2级,93 良,93,良
2019-05-11 周六,2019-05-11,05-11,周六,晴,30,20,10,东南风1级,东南风,1级,98 良,98,良
2019-05-12 周日,2019-05-12,05-12,周日,雷阵雨~暴雨,31,21,10,东北风2级,东北风,2级,96 良,96,良
